confidence,entropy,activation_mean,activation_std,activation_max,activation_min,failure
0.99825805,0.016030706,0.41794538,0.7432391,3.9563847,0.0,0
0.9967848,0.024942536,0.5330852,1.014057,5.4894633,0.0,0
0.9999585,0.00049844215,0.8746793,1.5348767,7.997781,0.0,0
0.5485309,0.7057573,0.36928704,0.75498545,3.8768392,0.0,0
0.9970306,0.020797119,1.072635,1.345446,6.1375456,0.0,0
0.97193503,0.13470972,0.51476544,1.0582734,4.988797,0.0,0
0.9998827,0.0012696596,0.7618078,1.3803214,7.0904093,0.0,0
1.0,5.1348277e-08,1.1963918,1.6991044,8.784237,0.0,0
0.7637185,0.61086214,0.37624347,0.8072984,4.54243,0.0,0
0.9998068,0.0020191572,1.4712832,1.459003,6.1992826,0.0,0
0.9975688,0.017271394,1.3866282,1.4430599,5.875852,0.0,0
0.99453676,0.035084996,0.519064,1.0910972,6.8750725,0.0,0
0.99999535,6.8858484e-05,2.0872211,1.951192,7.5172305,0.0,0
0.9970788,0.020938292,1.1091435,1.3378626,5.429918,0.0,0
0.99991643,0.0009872989,1.583562,1.5225816,6.2102737,0.0,0
0.99960357,0.003898164,0.5742755,0.93939155,5.335728,0.0,0
0.62995565,0.84849966,0.4169132,0.78944314,3.8387833,0.0,0
0.9981712,0.015199306,0.54918885,1.107312,6.4369135,0.0,0
0.99999464,7.877221e-05,2.00115,1.8650693,7.4770694,0.0,0
0.9996902,0.0028870709,0.7656113,1.4522885,8.935822,0.0,0
0.99956864,0.0039092796,1.0529661,1.1783956,4.920186,0.0,0
0.99999833,2.582626e-05,2.2329655,2.092225,8.081497,0.0,0
0.82727194,0.6121114,0.34007502,0.747296,4.219898,0.0,0
0.9999529,0.0005492506,0.7928615,1.4885801,7.932151,0.0,0
0.9996898,0.003038413,0.7263819,1.3146589,6.8353024,0.0,0
0.9999865,0.00018410658,1.8579097,1.7388061,6.8781157,0.0,0
0.53480446,1.0777576,0.27268845,0.67469895,4.9941635,0.0,0
0.99996424,0.00044858904,1.7218568,1.6573098,6.561982,0.0,0
0.9556145,0.23358546,0.31341538,0.7085183,4.357267,0.0,1
0.99990594,0.0010654064,0.7786731,1.4521502,8.400178,0.0,0
0.99591064,0.031529192,0.47928748,0.9743169,5.636795,0.0,0
0.8148484,0.6927036,0.31508547,0.719049,4.460396,0.0,1
0.8352929,0.6066462,0.26286882,0.6088815,3.9036338,0.0,0
0.9999862,0.00018578948,1.906754,1.8025551,7.3325996,0.0,0
0.764599,0.68438774,0.2860902,0.701933,4.9801674,0.0,0
0.9999838,0.00019586575,1.822259,1.8067464,7.108272,0.0,0
0.8252355,0.51081806,0.42775512,0.95757633,5.0088663,0.0,0
0.91223466,0.37155232,0.35565218,0.8346859,4.8578343,0.0,0
0.99867225,0.010469361,0.7810658,1.208518,5.761369,0.0,0
0.9999931,9.2248694e-05,1.9339596,1.9416339,9.168983,0.0,0
0.9953637,0.031971704,0.5043226,1.0662928,5.86574,0.0,0
0.9994998,0.0045061246,0.82795703,1.2321979,5.705559,0.0,0
0.9998603,0.0015158991,0.7610991,1.4163312,7.826517,0.0,0
0.9835434,0.096642524,0.40771824,0.8706834,5.0732,0.0,0
0.96834755,0.1409358,0.7111514,1.1454376,5.1978,0.0,0
0.9999746,0.0003086275,0.8752455,1.5108254,8.135707,0.0,0
0.99996257,0.00043629282,1.7093714,1.7987121,8.385295,0.0,0
0.56500155,0.69146574,0.4598639,0.98559695,5.3282676,0.0,0
0.9137901,0.29502666,0.47942653,0.9607109,4.9339485,0.0,0
0.9948414,0.033278782,0.5334303,1.1301113,7.2307425,0.0,0
0.9987845,0.010468499,0.61510646,1.2259516,7.1433034,0.0,0
0.5105392,0.7782763,0.318017,0.6614965,3.4847403,0.0,0
0.9999939,8.061039e-05,1.9536476,1.9213226,7.4766097,0.0,0
0.85996854,0.5224349,0.37924886,0.73957497,4.0270057,0.0,0
0.9999827,0.00023271653,1.8581853,1.7565396,6.981414,0.0,0
0.9995141,0.004722428,0.7157966,1.2753971,6.591885,0.0,0
0.99059194,0.064550065,0.8959317,1.0132601,4.29561,0.0,0
0.9907736,0.06287669,0.45780075,1.0000632,5.740145,0.0,0
0.9982765,0.013791761,0.5771984,1.1335112,5.990938,0.0,0
0.9995179,0.0043229847,1.3957328,1.567427,6.772598,0.0,0
0.9999968,4.78643e-05,2.1107707,1.9733565,7.7554216,0.0,0
0.9998759,0.0013240932,0.8034345,1.410891,7.1336703,0.0,0
0.9992291,0.0066000153,1.174542,1.3862001,6.4231915,0.0,0
0.9472327,0.25806782,0.34224725,0.7641108,4.802516,0.0,0
0.84782124,0.4900303,0.2955898,0.7456205,5.2375746,0.0,0
0.99956816,0.003950521,0.81196916,1.2307048,6.0440407,0.0,0
0.99948454,0.0044835303,1.2181666,1.4980886,7.101396,0.0,0
0.9992386,0.0064037843,1.1674031,1.3964833,6.37038,0.0,0
0.8909236,0.35054597,0.42733514,0.9314801,5.017805,0.0,0
0.98298603,0.08673627,0.5945693,1.2395787,7.1551714,0.0,0
0.9994025,0.0052422653,0.9580901,1.3060036,6.0338244,0.0,0
0.9999894,0.00014883476,1.9176872,1.8599621,7.482501,0.0,0
0.99898034,0.008982372,0.6281253,1.1862875,6.374611,0.0,0
0.43958926,1.1085429,0.4433548,0.6726243,3.584158,0.0,1
0.46332964,1.0741887,0.30563444,0.6695197,3.353343,0.0,1
0.9919891,0.05236024,0.50388086,0.9084935,4.934457,0.0,0
0.99817705,0.014882284,0.5903726,1.107223,6.367653,0.0,0
0.99789304,0.018057456,0.4148193,0.78030837,4.840141,0.0,0
0.9833677,0.094197884,0.45063198,0.9887067,6.0215836,0.0,0
0.95506966,0.22775435,0.43326023,0.85539263,4.373804,0.0,0
0.9999994,1.0099376e-05,2.3634095,2.1730583,8.437534,0.0,0
0.9999894,0.00014566178,1.9285873,1.8328133,7.2603917,0.0,0
0.9996207,0.0036713202,0.6533749,1.2349402,6.591641,0.0,0
0.9987903,0.010366036,0.60395986,1.1861598,7.0927362,0.0,0
0.99762815,0.017253805,1.0041223,1.2930585,5.8036795,0.0,0
0.99539715,0.032172266,0.5375091,1.0759233,5.98421,0.0,0
0.96187586,0.18363997,0.4586981,0.991894,6.6592207,0.0,0
0.99971706,0.0027689298,0.7377224,1.3663054,7.023745,0.0,0
0.9984736,0.01157064,0.8554565,1.3188082,6.3452,0.0,0
0.99991024,0.0009532574,1.5093049,1.6583704,7.5963078,0.0,0
0.99999654,4.9805345e-05,0.794658,1.2582883,6.3745446,0.0,0
0.99778396,0.016030958,0.6228111,1.2578343,7.92811,0.0,0
0.99997497,0.00032606258,1.7659042,1.6835454,6.841651,0.0,0
0.8898169,0.4746581,0.4014851,0.7743582,4.719369,0.0,0
0.76387775,0.57976454,0.3643782,0.82920986,5.2469935,0.0,0
0.9999875,0.00016953837,1.8716474,1.7663921,7.07592,0.0,0
0.9991817,0.007437845,0.6130024,1.1752799,6.305067,0.0,0
0.99908197,0.0082673915,1.2929595,1.366683,5.8099294,0.0,0
0.9834373,0.09373727,0.4924448,0.9799516,4.5677786,0.0,0
0.9991916,0.006652362,0.85106945,1.2958732,6.512625,0.0,0
0.95856005,0.1743631,0.5084089,1.0822803,6.7202587,0.0,0
0.99999714,4.217521e-05,0.8146193,1.2936625,7.9628725,0.0,0
0.99999535,6.390018e-05,1.6135575,1.6016823,6.3912992,0.0,0
0.6375269,1.0032923,0.3037538,0.6003857,3.7068458,0.0,0
0.99819416,0.014083662,0.55614316,1.1401916,6.18962,0.0,0
0.9995554,0.0039047922,0.8828476,1.3510493,6.448,0.0,0
0.99967086,0.0030912189,0.8602513,1.2818606,6.318166,0.0,0
0.98703754,0.078662366,0.51018953,1.070758,5.3820157,0.0,0
0.7611302,0.78782344,0.2754022,0.5746263,3.4488087,0.0,0
0.99996674,0.00038128952,1.1891384,1.5816896,7.636492,0.0,0
0.98712015,0.073444486,0.4724658,0.99126697,5.6807995,0.0,0
0.9997888,0.002076305,0.8646496,1.2749104,5.9162045,0.0,0
0.9998192,0.0019445727,0.5729014,0.97439784,5.782474,0.0,0
0.9994733,0.0046698325,1.2235689,1.421164,6.4480734,0.0,0
0.9984133,0.013341548,0.6161964,1.1501913,5.9148803,0.0,0
0.99977046,0.0022288759,1.3655791,1.5714678,7.1472425,0.0,0
0.9980605,0.015239665,0.6392652,1.1740732,5.8638096,0.0,0
0.99983215,0.0016384191,1.4663687,1.5099949,6.0468225,0.0,0
0.99880946,0.010666597,1.1941271,1.2393415,4.9933968,0.0,0
0.9182844,0.39513302,0.39561558,0.812641,4.914934,0.0,0
0.8422625,0.54711086,0.48085564,0.9329858,4.805006,0.0,1
0.9999994,9.395011e-06,1.9587473,1.8475008,7.4792438,0.0,0
0.8273072,0.55601287,0.34176543,0.750306,3.9888527,0.0,0
0.997134,0.019813374,1.1091857,1.3741113,6.036939,0.0,0
0.9930627,0.042898573,0.5943732,1.1654897,6.6833487,0.0,0
0.80366087,0.6037295,0.29998538,0.6898916,4.386964,0.0,1
0.97917044,0.12863918,0.4010136,0.7190112,3.929931,0.0,0
0.98174196,0.09363741,0.52268255,1.1194537,6.3586907,0.0,0
0.58105445,0.8090507,0.27176252,0.6181197,3.4856331,0.0,0
0.94245255,0.26844853,0.35657373,0.7248005,3.727816,0.0,0
0.9916011,0.048854854,0.6446903,1.2225174,7.355293,0.0,0
0.7925106,0.51262367,0.4994251,0.97243524,4.8702393,0.0,0
0.9999136,0.0009059695,1.0807145,1.5161816,7.380869,0.0,0
0.55982894,0.8103255,0.2759049,0.67899394,4.330199,0.0,0
0.99998295,0.00020528823,1.6215818,1.6492785,6.6853766,0.0,0
0.9999778,0.00026430684,1.6151377,1.6331937,6.4731092,0.0,0
0.7689942,0.56928366,0.37357515,0.8448167,5.1412573,0.0,0
1.0,1.1472812e-06,1.0253264,1.5386598,8.234524,0.0,0
1.0,6.138097e-07,2.4026628,2.1792085,9.165723,0.0,0
0.9885749,0.07231349,0.47392246,0.91843235,5.2470636,0.0,0
0.99912566,0.007658601,0.5940926,1.1751089,6.4914546,0.0,0
0.9999168,0.0009182406,0.85304356,1.4977341,7.6042614,0.0,0
0.96463025,0.1761516,0.42178503,0.9287639,6.212737,0.0,0
0.99991834,0.0009816416,0.59560406,0.94889504,5.0386834,0.0,0
0.96392375,0.17175579,0.41921347,0.89392823,4.343596,0.0,0
0.9999105,0.0009857392,0.81088245,1.4573146,7.478178,0.0,0
0.93844604,0.2829616,0.43042326,0.836352,4.108916,0.0,0
0.8636816,0.45931172,0.33561084,0.7899341,5.3305464,0.0,0
0.9997799,0.0024220634,0.53147256,0.9041713,4.816482,0.0,0
0.9748628,0.118542336,0.58851224,1.0010307,5.154064,0.0,0
0.6741587,0.8730304,0.31819385,0.7526478,4.965967,0.0,0
0.99999726,4.1850388e-05,2.1221213,1.9739317,7.7628717,0.0,0
0.7456905,0.8188658,0.27711767,0.62186414,4.1598234,0.0,1
0.99929464,0.006127534,0.64662504,1.238939,6.838742,0.0,0
0.66543925,0.87214047,0.2704744,0.63058615,3.8227804,0.0,0
0.99719244,0.020466808,0.5438168,1.1162721,6.094058,0.0,0
0.9999156,0.0009069939,0.9473892,1.612597,8.185704,0.0,0
0.9972253,0.023565415,0.44072527,0.7507183,4.0870986,0.0,0
0.996163,0.029661981,0.48769462,1.0430622,6.04727,0.0,0
0.999833,0.0016713368,0.9814054,1.3972216,6.6972322,0.0,0
0.71411043,0.5996943,0.55217606,1.179111,5.747935,0.0,0
0.99959415,0.0039108824,0.66871464,1.2097744,6.260735,0.0,0
0.9985648,0.01155212,1.2448633,1.2502149,5.250804,0.0,0
0.52345127,0.888071,0.30487132,0.6659201,3.5214505,0.0,0
0.5939813,0.8185826,0.292956,0.69485426,5.292746,0.0,0
0.9966478,0.02383619,0.5708059,1.1229199,5.9836106,0.0,0
0.6130971,0.76919353,0.35466975,0.7762524,4.21345,0.0,1
0.6417137,1.0340512,0.20754975,0.499274,2.9793878,0.0,0
0.99997103,0.00034640415,1.0763665,1.478374,7.0292454,0.0,0
0.9984158,0.012138771,0.8756578,1.0233823,4.1518183,0.0,0
0.7705716,0.62374365,0.3294994,0.807042,5.702826,0.0,0
0.9983133,0.013572418,0.99859643,1.0835055,4.3992443,0.0,0
0.9999976,3.4077682e-05,2.1966276,2.110285,9.641284,0.0,0
0.99999905,1.4030131e-05,2.1462898,2.0232656,8.148697,0.0,0
0.665655,0.7738846,0.26877058,0.6017937,3.5502765,0.0,0
1.0,3.615671e-08,2.883502,2.573466,10.719861,0.0,0
0.999997,4.081279e-05,1.835699,1.7477494,7.2219253,0.0,0
0.966918,0.18827733,0.76025295,0.9013286,4.24134,0.0,0
0.99925965,0.006142745,1.3464661,1.54926,6.7775106,0.0,0
0.9983284,0.015638972,0.42998174,0.72329324,3.7572641,0.0,0
0.99989724,0.0011255658,0.8907353,1.3329879,8.758132,0.0,0
0.99656373,0.026426125,0.5300809,0.99452746,5.8248806,0.0,0
0.94137585,0.26598448,0.37847894,0.86258197,5.563605,0.0,0
0.81380916,0.62440056,0.36841,0.73908335,3.5810604,0.0,0
0.9994479,0.0052204547,0.5406132,0.9275677,5.3047976,0.0,0
0.9977519,0.017470164,0.5251595,1.0523887,5.7261915,0.0,0
0.99837875,0.01285489,0.5890311,1.1548641,6.3307366,0.0,0
0.96516746,0.1523737,0.54925525,1.1018276,6.653439,0.0,0
0.99042165,0.055475608,0.83625615,1.1558486,5.575817,0.0,0
0.99993837,0.0006959659,0.9230183,1.2626272,5.7049274,0.0,0
0.9007293,0.32815197,0.4780074,0.9163336,4.465652,0.0,0
0.99999464,7.758041e-05,2.024497,1.9017895,7.3540077,0.0,0
0.53866684,1.0421487,0.37324905,0.8490783,4.6919117,0.0,0
0.6212456,1.0488887,0.32713932,0.63889956,4.175786,0.0,0
0.7696877,0.5713749,0.4864375,0.9802221,5.8808393,0.0,0
0.999138,0.007872693,0.7120257,1.244257,6.241103,0.0,0
0.8374399,0.50100607,0.3958595,0.83269536,4.195263,0.0,0
0.798877,0.507385,0.3972938,0.8325897,4.5292635,0.0,1
0.9999542,0.0005545169,1.6890255,1.5969436,6.6120725,0.0,0
0.9888405,0.07101976,0.49585605,1.0013393,5.3860526,0.0,0
0.9823539,0.089459114,0.58472526,1.2540634,8.106054,0.0,0
0.99718887,0.022937497,0.44695765,0.7906865,4.6568904,0.0,0
0.9977556,0.017968506,0.534896,1.0716418,6.379365,0.0,0
0.66089904,0.72684145,0.34448949,0.70774496,3.8589842,0.0,0
0.9999988,1.7368819e-05,2.06252,1.9638948,7.8425198,0.0,0
0.6495308,0.9047845,0.32585102,0.7014467,3.4827795,0.0,0
0.6489253,0.72403497,0.2914427,0.6746218,3.9349868,0.0,1
0.99951327,0.00424645,0.8240397,1.2851646,6.255327,0.0,0
0.99996674,0.0003957262,1.1564445,1.5167035,7.258812,0.0,0
0.9977209,0.016325967,0.67326427,1.1473279,5.8365574,0.0,0
0.99677604,0.023941133,0.50112945,0.9979173,5.4919224,0.0,0
0.9998043,0.002059983,0.67665285,1.2664423,7.0964904,0.0,0
0.702588,0.64950347,0.3103444,0.6620785,3.4811945,0.0,0
0.5599539,1.2076668,0.22973186,0.52991396,3.1207383,0.0,0
0.9999809,0.00023960395,1.1570249,1.4976722,6.989006,0.0,0
0.9997788,0.0023449007,1.426266,1.4043597,5.7129326,0.0,0
0.99153477,0.055336166,0.45843905,0.9765064,5.1151853,0.0,0
0.99968815,0.003044248,0.86794794,1.239134,5.6803446,0.0,0
0.9854976,0.08688712,0.44568455,0.90667456,5.1927223,0.0,0
0.9999505,0.0005837582,0.8419169,1.5470133,8.499376,0.0,0
0.98395145,0.10326394,0.36745822,0.72636676,4.130124,0.0,0
0.98972636,0.06468577,0.46141714,0.9670289,6.37021,0.0,0
0.84244204,0.5128633,0.30404985,0.7461695,4.7095566,0.0,0
0.88015246,0.3830101,0.4756551,0.97172886,5.203531,0.0,0
0.99993587,0.0007424688,1.6389279,1.5370969,6.358177,0.0,0
0.51003855,0.7169696,0.33532292,0.86330944,6.2646317,0.0,1
0.99998987,0.00014090323,1.924992,1.8200814,7.3335304,0.0,0
0.9999901,0.00012742884,1.9091716,1.94751,8.527899,0.0,0
0.9905562,0.053597488,0.6512217,1.3487298,8.253121,0.0,0
0.99996495,0.00041602986,1.7802708,1.7887174,7.9674673,0.0,0
0.9995927,0.0036328956,1.9071671,1.8400749,7.8640337,0.0,0
0.99987936,0.0013688364,1.536442,1.4860978,5.918771,0.0,0
0.98807424,0.072711684,0.6225314,1.0069518,4.622964,0.0,0
0.9769208,0.14028731,0.35676792,0.6428409,3.1518993,0.0,0
0.9703983,0.16197175,0.38725913,0.853141,5.4592743,0.0,0
0.9027165,0.39810872,0.33350515,0.70208305,4.042562,0.0,0
0.9988783,0.009686742,0.6012129,1.1601038,6.0696487,0.0,0
0.9970932,0.022142947,0.5964792,1.213053,6.05124,0.0,0
0.99577314,0.030154726,0.56341857,1.2419919,8.782161,0.0,0
0.99994826,0.0006256281,0.6889206,1.0849322,5.8719273,0.0,0
0.5868717,0.74757415,0.27457756,0.70209503,4.84405,0.0,0
0.9999995,7.9306055e-06,2.4569662,2.3019679,8.9640875,0.0,0
0.6214788,0.87730324,0.37663677,0.7868271,3.6794987,0.0,0
0.99973494,0.0026899085,0.71773946,1.3302231,7.6810303,0.0,0
0.9326611,0.24879536,0.6111852,1.2868265,7.4207277,0.0,0
0.8952108,0.33661607,0.582599,1.2151176,6.7119665,0.0,0
0.9998361,0.0016694284,0.9702611,1.3694845,6.236013,0.0,0
0.99501723,0.03390731,0.48985857,1.0068973,5.621622,0.0,0
0.99343336,0.039768446,0.6779339,1.3170842,7.841429,0.0,0
0.99773115,0.017973412,0.6278269,1.1853405,6.6688085,0.0,0
0.99675494,0.022290966,0.8759701,1.0527583,4.6458597,0.0,0
0.95574933,0.20491368,0.36383352,0.87823397,5.3823576,0.0,0
0.999686,0.003040968,0.85771203,1.2709041,6.033742,0.0,0
0.9997502,0.0024941424,1.4793124,1.5802333,6.833182,0.0,0
0.9311698,0.2639871,0.39474684,0.85305053,5.103525,0.0,0
0.8303494,0.4868899,0.34349787,0.8269238,4.4650545,0.0,0
0.9999771,0.00028207217,1.7797208,1.8160349,8.110007,0.0,0
0.9984341,0.012973023,0.54638845,1.0879954,6.414859,0.0,0
0.99293786,0.04244559,0.76769257,1.1403283,5.4351177,0.0,0
0.4901163,1.1852291,0.20785977,0.46678787,2.3553767,0.0,1
0.38661927,1.4461203,0.1865696,0.40911627,3.2062733,0.0,1
0.9999999,1.2786501e-06,2.4041014,2.2244542,8.985885,0.0,0
0.78140855,0.54612374,0.34966952,0.8835583,5.5127306,0.0,1
0.63144296,0.6677404,0.5967972,1.1650743,6.3356795,0.0,0
0.99725324,0.020530218,0.6191071,1.1331152,6.422291,0.0,0
0.9999994,1.0226869e-05,2.3358161,2.1532166,8.534693,0.0,0
0.99998796,0.000165358,0.7270199,1.1299695,5.407177,0.0,0
0.9999993,1.2533066e-05,2.3992672,2.2245185,8.517746,0.0,0
0.6215468,1.1962417,0.20622021,0.46428263,2.9117277,0.0,0
0.9958769,0.030388592,0.57244134,1.0912831,5.6948395,0.0,0
