confidence,entropy,activation_mean,activation_std,activation_max,activation_min,failure
0.81240296,0.77738845,0.23176865,0.3397635,2.5415893,0.0,0
0.8720584,0.5826358,0.18928118,0.29432055,1.9959781,0.0,0
0.5321011,1.0743732,0.18058157,0.2711123,1.7032713,0.0,0
0.32944158,1.9448229,0.09546556,0.13391775,0.83668244,0.0,1
0.9096252,0.3389797,0.34928575,0.4513257,2.9069993,0.0,0
0.43274087,1.126549,0.2684544,0.36939228,2.5746489,0.0,1
0.9246071,0.34945825,0.22040573,0.35227385,2.3893445,0.0,0
0.42176673,1.5210202,0.14648151,0.22414568,1.4265181,0.0,1
0.77079415,0.8902574,0.17198974,0.2337268,1.5129005,0.0,1
0.50767505,1.5264547,0.1438134,0.19046542,1.1866103,0.0,0
0.9719188,0.15916684,0.27366492,0.47087088,3.0759664,0.0,0
0.97876096,0.1318382,0.25496718,0.43005353,2.7591662,0.0,0
0.7922505,0.74591655,0.21008404,0.29515904,2.0800297,0.0,0
0.16864485,2.1977918,0.065470465,0.100492306,0.99226797,0.0,1
0.27577275,1.9415364,0.0960116,0.13494027,1.0001193,0.0,1
0.56936914,1.2988832,0.1699708,0.20245369,1.1563946,0.0,1
0.9445315,0.24435899,0.31338733,0.39496863,2.4909518,0.0,0
0.5100946,1.2452209,0.1507374,0.24085312,1.7718986,0.0,0
0.35903135,1.7828465,0.111087024,0.15264487,1.180937,0.0,1
0.614027,1.2623513,0.14443855,0.21457738,1.3172644,0.0,1
0.44701332,1.463568,0.15921268,0.22729133,1.4448861,0.0,0
0.5030752,1.3021204,0.19882008,0.27392343,1.719911,0.0,0
0.92606604,0.339584,0.61353254,0.9611593,3.0965075,0.0,0
0.75836265,0.88801587,0.18293518,0.26267308,1.7257924,0.0,1
0.5239501,1.2502754,0.17075941,0.24887064,1.5859029,0.0,0
0.2599115,2.0514073,0.08784596,0.12682125,0.7990651,0.0,1
0.35860312,1.7842543,0.111190975,0.15277497,0.88132524,0.0,1
0.5658113,1.4383702,0.14757253,0.18805787,1.1312671,0.0,0
0.6931335,0.91666126,0.1955198,0.32129836,1.889085,0.0,0
0.90830547,0.39253247,0.22507139,0.37379113,2.4850736,0.0,0
0.54735756,1.3385872,0.15835316,0.23736252,1.7838191,0.0,1
0.47870445,1.1337035,0.1750624,0.3277962,2.516489,0.0,0
0.39461875,1.4987624,0.11614673,0.20208368,1.3336447,0.0,1
0.49872532,1.4804862,0.121340655,0.19213179,1.2994013,0.0,0
0.5444735,1.1276591,0.17693509,0.28469342,1.9061178,0.0,0
0.883417,0.51431084,0.19888085,0.34158033,2.207258,0.0,0
0.94353443,0.28091034,0.24894647,0.41602585,2.6978505,0.0,0
0.33331633,1.6246259,0.11325383,0.18581948,1.2957699,0.0,0
0.98285866,0.10233483,1.0770595,1.6973236,4.995105,0.0,0
0.71184397,1.0136396,0.20782395,0.26302126,1.6334208,0.0,0
0.28490722,1.7421918,0.1544307,0.20369142,1.6375995,0.0,0
0.94226474,0.2905763,0.28280815,0.33391532,2.073584,0.0,1
0.29141188,1.9195735,0.10666649,0.14427671,0.8776996,0.0,1
0.34183365,1.8601264,0.12129347,0.16936252,0.9939203,0.0,1
0.82659537,0.8002999,0.15678865,0.25592193,1.6622022,0.0,0
0.5015549,1.1864233,0.13859276,0.2284852,1.3784299,0.0,0
0.7150952,0.841503,0.24618268,0.4121407,2.4445505,0.0,0
0.59710467,1.2757663,0.15038638,0.25269872,1.7138759,0.0,1
0.9644537,0.19352224,0.26998043,0.48499548,3.1787043,0.0,0
0.8943232,0.49238566,0.1826931,0.28396243,1.9288137,0.0,0
0.7851714,0.7957798,0.23895077,0.29621458,1.6835846,0.0,0
0.8698013,0.58667547,0.17907724,0.26740688,2.0762513,0.0,0
0.8812601,0.5108768,0.22753473,0.3116931,1.8664503,0.0,0
0.41291496,1.5512209,0.15035796,0.20999876,1.3045183,0.0,0
0.64465237,1.3077741,0.14334358,0.20191452,1.3637496,0.0,0
0.88859034,0.54793376,0.21690717,0.27199343,1.7801816,0.0,0
0.4834637,1.5918777,0.1261166,0.18709236,1.4545764,0.0,0
0.36023208,1.6518135,0.12663332,0.1635585,1.1340972,0.0,1
0.8344767,0.6569079,0.18158695,0.30076194,2.4086566,0.0,0
0.6194195,1.2315357,0.17738332,0.20659061,1.2055207,0.0,0
0.9660266,0.17977877,0.85894835,1.3179518,3.5160441,0.0,0
0.7032637,0.969378,0.19904259,0.35807422,1.990561,0.0,0
0.3693836,1.5921712,0.1270339,0.23011068,1.4567646,0.0,1
0.96464056,0.20093638,0.2540395,0.3564277,2.270937,0.0,0
0.62685144,1.3079338,0.14156607,0.2066111,1.5612111,0.0,1
0.531179,1.2088698,0.13898906,0.24769111,1.7974797,0.0,1
0.49974442,1.5697856,0.11652032,0.15759698,1.0205951,0.0,1
0.81809175,0.6651861,0.22382966,0.36013886,2.4701428,0.0,0
0.67260677,0.9317035,0.22480619,0.33330032,2.1603737,0.0,1
0.82383555,0.7582836,0.18173333,0.2699334,2.4392252,0.0,0
0.6210083,1.0651398,0.163163,0.31102622,1.7292912,0.0,0
0.29319435,1.9058211,0.10273962,0.119432256,0.68817496,0.0,1
0.7905361,0.7753214,0.18093112,0.26601616,1.8749026,0.0,0
0.7062964,1.0937588,0.19330642,0.21857736,1.2994862,0.0,1
0.2754763,1.6221586,0.16733296,0.22485268,1.2353526,0.0,1
0.42146146,1.5038881,0.12953767,0.19952229,1.2731149,0.0,0
0.7890502,0.7148711,0.21030478,0.3506412,2.1675174,0.0,0
0.7950571,0.84885037,0.19576666,0.25747788,1.7941011,0.0,1
0.76888925,0.9416541,0.13533756,0.2598006,1.8013074,0.0,0
0.70234007,0.9839449,0.20519562,0.30395886,2.0993094,0.0,0
0.8414519,0.6073141,0.24277827,0.39910626,2.4789517,0.0,0
0.52260226,1.5100025,0.14483377,0.22034322,1.4693428,0.0,1
0.8719818,0.47833797,0.22464506,0.3543286,2.3588681,0.0,0
0.5306002,1.2066604,0.15289095,0.23716046,1.561604,0.0,0
0.58811224,1.2502966,0.1485387,0.21758233,1.3679458,0.0,1
0.2963037,1.7078466,0.124127746,0.17057884,1.0563471,0.0,1
0.49490845,1.3728007,0.19598012,0.27756917,1.6361122,0.0,0
0.56396884,0.9686698,0.17303765,0.3363492,1.9319448,0.0,0
0.5051752,1.2632788,0.16918199,0.2850541,1.7038602,0.0,0
0.9051495,0.41474593,0.22578387,0.3782628,2.722066,0.0,0
0.39944416,1.6788895,0.116337895,0.16600913,0.97777396,0.0,1
0.37980434,1.6540971,0.14004287,0.17830037,1.1924974,0.0,1
0.7866933,0.6987481,0.17852175,0.298154,2.1927762,0.0,0
0.42883852,1.5168214,0.16445103,0.20308024,1.3684887,0.0,0
0.5355273,1.3119873,0.1784715,0.32228777,2.2748172,0.0,0
0.7584638,0.7682154,0.20497036,0.3385663,2.0311675,0.0,1
0.3625817,1.4775009,0.16775623,0.22307074,1.298979,0.0,1
0.8818964,0.47459447,0.24079144,0.4991489,4.192127,0.0,0
0.58927894,1.4657955,0.10812845,0.18737575,1.3467746,0.0,0
0.6214767,1.2254825,0.17286292,0.22571896,1.3980093,0.0,1
0.7708747,0.80440974,0.20944087,0.35692638,2.1709287,0.0,0
0.5235777,1.6333171,0.13743317,0.15765597,0.9791573,0.0,0
0.52330464,1.4276669,0.16376124,0.21867327,1.2609942,0.0,0
0.8962509,0.5016197,0.22247358,0.27181357,1.7048604,0.0,1
0.31784803,1.7755961,0.13541321,0.14838287,0.8411911,0.0,1
0.38720968,1.5388844,0.14972493,0.22129086,1.4149312,0.0,1
0.35026747,1.4066237,0.14298868,0.243699,1.6366161,0.0,1
0.59586215,1.2801942,0.13755643,0.20526618,1.2904388,0.0,0
0.23261426,1.9804604,0.104932666,0.15949057,1.3208157,0.0,0
0.44773787,1.3604698,0.1362445,0.19814174,1.1552238,0.0,0
0.45605162,1.4350511,0.17409296,0.24515085,1.4581068,0.0,0
0.35698032,1.6780015,0.086469196,0.16279486,1.2313507,0.0,1
0.35549667,1.6991242,0.111366294,0.1674841,1.031104,0.0,1
0.7949126,0.72445107,0.17244585,0.27372074,1.8659229,0.0,0
0.54196316,1.1312586,0.18485428,0.27469474,2.1484485,0.0,1
0.6990846,1.0028186,0.19586198,0.24621148,1.7833403,0.0,0
0.8516576,0.61759454,0.23186204,0.30828726,2.6644247,0.0,0
0.98139507,0.111951515,0.95669746,1.4957557,4.3421335,0.0,0
0.37581173,1.8311474,0.11749659,0.1614321,1.1352539,0.0,1
0.7618275,0.78611016,0.25949174,0.3427729,2.0652173,0.0,0
0.41077626,1.511368,0.13817291,0.2034243,1.1399755,0.0,0
0.70588434,0.7644627,0.29007933,0.35157648,1.9692699,0.0,1
0.9721194,0.16124673,0.24818344,0.41744456,2.8176901,0.0,0
0.42167866,1.2590235,0.23320313,0.3263944,2.0975482,0.0,0
0.9556304,0.25820005,0.25788498,0.31981274,1.9516065,0.0,1
0.3409552,1.7667918,0.14006636,0.189169,1.2539836,0.0,1
0.88119316,0.46568322,0.25943202,0.40054896,2.9001164,0.0,0
0.40951583,1.6984955,0.11032565,0.17752406,1.1617959,0.0,0
0.3227913,1.6409123,0.11339076,0.19502981,1.321105,0.0,1
0.9089245,0.38719326,0.20733866,0.3482623,2.489538,0.0,0
0.74834,0.71323735,0.18719554,0.31715414,2.0491667,0.0,0
0.9585151,0.20506942,0.26237234,0.43971536,3.0501819,0.0,0
0.53081316,1.2599515,0.12509148,0.22751638,1.5554901,0.0,0
0.9245887,0.3650715,0.2478311,0.29895717,1.9375106,0.0,0
0.54484284,1.0101337,0.18255404,0.26786962,1.8293205,0.0,1
0.6620776,1.0794126,0.16997668,0.27935112,1.7968689,0.0,1
0.26265803,2.0234728,0.104206085,0.12803069,0.7102653,0.0,1
0.4464388,1.4781318,0.15770052,0.20673928,1.6340622,0.0,1
0.58692384,1.4130795,0.14888063,0.19663417,1.4942871,0.0,0
0.34265727,1.7524751,0.11551134,0.15985516,0.98260427,0.0,1
0.8082319,0.65271235,0.24455872,0.2943543,1.8333274,0.0,1
0.9791166,0.13222213,0.24541482,0.42568594,2.8072143,0.0,0
0.8162028,0.7341802,0.17216967,0.27314013,1.8742664,0.0,0
0.47596636,1.5122085,0.1155594,0.19221418,1.4667536,0.0,0
0.46217817,1.637316,0.13753717,0.17536603,1.2127079,0.0,1
0.8358898,0.62256193,0.208415,0.3278228,2.153164,0.0,1
0.23356272,1.768751,0.14951059,0.1884796,0.9551786,0.0,1
0.36661503,1.8359063,0.10549565,0.16359788,1.1958957,0.0,1
0.27348664,2.1015291,0.07880764,0.10827037,0.66538954,0.0,0
0.7909326,0.8286563,0.18890761,0.34048107,1.8851218,0.0,0
0.8656808,0.5786659,0.22857228,0.28240582,1.8165661,0.0,0
0.3658257,1.538725,0.1618319,0.25814074,1.4855392,0.0,1
0.8422426,0.6455703,0.1769327,0.31627682,2.176558,0.0,0
0.36488345,1.7478714,0.11798749,0.19194528,1.3253106,0.0,1
0.42490703,1.7522919,0.14138854,0.15785906,0.9966006,0.0,1
0.6127658,1.4070916,0.11199262,0.18507385,1.3608608,0.0,0
0.6204506,1.0869504,0.16715665,0.2414952,1.6052121,0.0,1
0.3567421,1.428149,0.16921705,0.2790367,1.5929534,0.0,1
0.91748554,0.3628847,0.2164696,0.355843,2.3880117,0.0,0
0.70451474,1.1969807,0.107973695,0.20143364,1.4890742,0.0,1
0.6860746,1.2476346,0.10436706,0.19764516,1.4568694,0.0,0
0.5467793,1.2259328,0.16939835,0.25131556,1.6703594,0.0,0
0.6833854,0.7878954,0.22450392,0.33455884,2.1943133,0.0,0
0.4523273,1.3172424,0.12812085,0.2618109,1.998666,0.0,0
0.9691,0.16833091,0.30902737,0.398132,2.7927265,0.0,0
0.6940749,0.97927356,0.17969196,0.27898648,1.7177355,0.0,0
0.33551586,1.6245975,0.11915286,0.19206867,1.2630494,0.0,1
0.35910004,1.6573396,0.11489278,0.16609876,0.94157875,0.0,1
0.4635717,1.6301687,0.14524105,0.1978623,1.3237667,0.0,1
0.7086424,1.1123289,0.18281795,0.22952722,1.5608444,0.0,1
0.55180806,1.427913,0.1172261,0.18339537,1.303218,0.0,0
0.307092,1.8521667,0.14479482,0.16176462,1.0390544,0.0,1
0.5111854,1.7030342,0.110051826,0.15417522,0.9987726,0.0,1
0.9393141,0.3009094,0.22824839,0.36833814,2.5734699,0.0,0
0.4258967,1.2918608,0.1434946,0.20949641,1.2192501,0.0,1
0.65539587,0.9999032,0.25288677,0.3018186,1.7268445,0.0,1
0.9422002,0.28821453,0.27434206,0.33500075,2.2146628,0.0,0
0.22111104,1.7961224,0.11498395,0.16754664,0.90585536,0.0,1
0.9115181,0.41805136,0.21248622,0.34175187,2.5958204,0.0,0
0.42532027,1.4834735,0.16238198,0.24533133,1.4061133,0.0,0
0.4812759,1.4393033,0.15545444,0.20591675,1.2642659,0.0,0
0.7563749,1.0645173,0.15870562,0.20397651,1.4429603,0.0,0
0.22809723,1.8492633,0.13074812,0.15139459,0.7264625,0.0,1
0.29336685,1.7304902,0.10727622,0.17791529,1.3073173,0.0,1
0.2955039,1.8671954,0.13715982,0.14654559,0.76435137,0.0,0
0.20559295,2.019371,0.107585765,0.1228341,0.6401874,0.0,1
0.6034033,1.0499315,0.19135614,0.25393018,1.6457748,0.0,1
0.9931958,0.041642066,1.5294344,2.3677013,6.0,0.0,0
0.5285778,1.1473458,0.15118307,0.24868232,1.7321782,0.0,0
0.46822914,1.2430581,0.14914188,0.2653013,1.8583796,0.0,1
0.628732,0.94705474,0.20810434,0.3316545,1.8819175,0.0,0
0.76535165,0.77415395,0.21157578,0.30854172,1.927653,0.0,0
0.7975111,0.7267853,0.24076653,0.33297613,2.079188,0.0,0
0.7872487,0.82483566,0.18296872,0.28136125,1.9683189,0.0,1
0.4231102,1.7446653,0.10552053,0.14791441,1.0690913,0.0,1
0.41320375,1.7524161,0.15022774,0.16204986,0.8874626,0.0,1
0.99894255,0.009462878,1.5947237,2.4876497,6.0,0.0,0
0.29640797,1.914118,0.09916453,0.15010518,1.0052329,0.0,0
0.33652282,1.8528714,0.09570088,0.15307975,1.0226666,0.0,1
0.74670434,0.99964124,0.16202588,0.2357355,1.5026523,0.0,0
0.9100182,0.43082082,0.22802067,0.3294533,2.193694,0.0,0
0.49274847,1.6037719,0.119782016,0.22065964,1.6184571,0.0,1
0.43351996,1.5956743,0.11782255,0.21857724,1.5869899,0.0,0
0.73360145,1.0001982,0.14908056,0.2222678,1.5163646,0.0,1
0.52810204,1.3679328,0.15589774,0.26223326,1.7898533,0.0,0
0.390469,1.8313669,0.10221486,0.15771514,0.9958822,0.0,1
0.37529144,1.558913,0.15385137,0.18599802,1.085221,0.0,1
0.621376,1.2121711,0.1546022,0.23146111,1.4355736,0.0,0
0.8203351,0.6852424,0.18369325,0.29289448,2.0674253,0.0,0
0.70853037,1.1576431,0.13843493,0.19450925,1.3112378,0.0,0
0.7194009,0.8571252,0.27022487,0.33175305,1.9177566,0.0,0
0.89940083,0.49636155,0.18273741,0.30802947,2.0955172,0.0,1
0.29368484,1.6563596,0.12898633,0.19471619,1.2100155,0.0,1
0.58336145,1.1669114,0.17250478,0.29738078,1.7690083,0.0,0
0.9190192,0.39862633,0.20989224,0.36759025,2.4684381,0.0,1
0.5737029,1.3553641,0.1132284,0.18668675,1.3871675,0.0,1
0.8716297,0.5683541,0.19018583,0.33907712,2.3302975,0.0,0
0.53593683,1.2515924,0.13102886,0.23390709,1.6450927,0.0,0
0.3973812,1.9054968,0.10402857,0.15018146,1.2022165,0.0,1
0.29847705,1.8264651,0.11891248,0.17523277,1.115068,0.0,1
0.47918645,1.2469655,0.16945015,0.30721062,2.0072548,0.0,1
0.98092264,0.11555341,0.26962662,0.46178997,3.0876274,0.0,0
0.4513689,1.6433177,0.12498112,0.16085929,0.9051712,0.0,0
0.90711766,0.42989522,0.23798597,0.3125123,2.0103867,0.0,0
0.97712916,0.1383163,0.29810062,0.3768036,2.5720937,0.0,0
0.43037003,1.7453836,0.1094465,0.15343875,0.871543,0.0,1
0.37585524,1.572041,0.1864006,0.25488293,1.4763013,0.0,1
0.4184241,1.3935124,0.15060145,0.21812543,1.4501815,0.0,1
0.96219426,0.21776247,0.20652023,0.3446514,2.651035,0.0,0
0.38577017,1.4797978,0.16777927,0.20846933,1.5251951,0.0,0
0.96559274,0.19536018,0.24611199,0.42769772,2.7787237,0.0,0
0.3317889,1.559184,0.16503578,0.20915268,1.3562429,0.0,0
0.7615886,0.8981252,0.18613255,0.28208452,1.9286488,0.0,0
0.35827523,1.5178578,0.12881763,0.21526918,1.4347594,0.0,1
0.28775483,1.7814764,0.14215927,0.17367479,0.9267092,0.0,1
0.39685622,1.3803306,0.13798603,0.20782852,1.3546516,0.0,1
0.6107598,1.0526732,0.18558234,0.31778735,2.0169172,0.0,0
0.7671071,0.8372359,0.21928743,0.3813886,1.9622712,0.0,1
0.60019714,1.2497054,0.11085868,0.22153388,1.8578392,0.0,0
0.95614064,0.21947186,0.84352577,1.2932801,3.632744,0.0,0
0.8848222,0.48459643,0.20876312,0.3449152,2.2673914,0.0,1
0.9209389,0.35543257,0.22228284,0.3613428,2.4615257,0.0,0
0.57621217,1.0914698,0.16366479,0.2917504,2.031545,0.0,1
0.96916527,0.16463237,0.26277333,0.44737104,3.0157506,0.0,1
0.36028036,1.8494742,0.117539145,0.15861453,1.0323546,0.0,1
0.80394006,0.6409804,0.20088732,0.33826077,2.12032,0.0,0
0.98295873,0.095766656,1.059747,1.6447194,4.54549,0.0,0
0.6808217,0.97054416,0.17739478,0.3149874,2.8016748,0.0,0
0.88690937,0.5180955,0.19385338,0.31475398,2.2097285,0.0,0
0.5515981,1.082021,0.15827602,0.3037397,2.255258,0.0,1
0.5837711,1.083103,0.16056505,0.25608718,1.7902633,0.0,1
0.8822481,0.45769894,0.2733745,0.40415606,3.0141222,0.0,1
0.9183172,0.40080458,0.19472912,0.3066393,2.3121035,0.0,0
0.7904659,0.60928905,0.27303094,0.42908385,2.7900863,0.0,0
0.7975484,0.8324393,0.17029873,0.24614091,1.7190024,0.0,0
0.44022343,1.4151647,0.18450385,0.26565954,1.5107877,0.0,0
0.69727767,1.1165028,0.16957664,0.2252174,1.3022045,0.0,0
0.68572766,0.9735992,0.16748527,0.26944897,2.2061205,0.0,0
0.23651913,1.726223,0.15348652,0.19000284,1.1524136,0.0,0
0.38653627,1.8268954,0.12411933,0.15766802,1.0320166,0.0,1
0.47499552,1.3754618,0.16796632,0.23921187,1.5827287,0.0,1
0.49310827,1.3312886,0.16206475,0.26274347,1.5335251,0.0,1
0.7530957,0.9175123,0.14651205,0.23486859,1.7508645,0.0,0
0.3454512,1.6595458,0.14226863,0.15687183,0.82223725,0.0,1
0.9415302,0.2276529,1.1368005,1.7610801,5.2764482,0.0,0
0.62326455,0.7745887,0.30741557,0.41826195,2.6426177,0.0,1
0.98476255,0.09598011,0.2971515,0.5196933,3.3533807,0.0,0
0.9903653,0.070133746,0.26266932,0.42393327,3.0706956,0.0,0
0.54952276,0.85694224,0.22365375,0.34504265,2.0571911,0.0,0
0.6843002,1.1438212,0.15198477,0.21347885,1.4592507,0.0,0
0.3593061,1.6616966,0.15265858,0.17759444,1.1568395,0.0,1
0.6745769,0.92850006,0.20981765,0.2795765,1.7520124,0.0,0
0.9353912,0.32541364,0.2576717,0.32246935,2.290037,0.0,0
0.6216904,1.3216984,0.16215417,0.18429992,0.90217555,0.0,0
0.28744635,1.7342482,0.12124534,0.20479311,1.3247643,0.0,0
0.36631757,1.575957,0.11239064,0.22770256,1.8662976,0.0,1
0.6124423,0.81655574,0.18408939,0.33125845,2.3956876,0.0,1
0.52382225,1.2899632,0.14892228,0.22768489,1.4896365,0.0,1
0.62341154,1.2677554,0.14466244,0.19530872,1.1693518,0.0,1
0.4245844,1.5706666,0.15949431,0.2165532,1.3109238,0.0,1
0.38669172,1.4358444,0.14612976,0.20914944,1.2284027,0.0,1
0.322086,2.0051363,0.09465892,0.13880502,0.7904274,0.0,0
0.31269857,1.9263344,0.09746939,0.1446885,0.99322397,0.0,1
0.3659825,1.4747584,0.14480352,0.2105089,1.3415579,0.0,0
0.3764065,1.8924867,0.096851096,0.13710625,1.0848306,0.0,0
0.6335766,1.1904969,0.17042914,0.24344544,1.4861575,0.0,0
0.5025116,1.6477923,0.09438113,0.17747705,1.1966943,0.0,0
0.92995656,0.31273645,0.23008513,0.37789458,2.713007,0.0,0
0.4629934,1.5095165,0.13823755,0.19403048,1.1027292,0.0,1
0.99398106,0.04711803,0.26664686,0.4486784,3.3140879,0.0,0
0.8795405,0.52419984,0.2222288,0.3250935,2.117321,0.0,0
0.44821656,1.3413299,0.13643815,0.22428934,1.4204758,0.0,0
0.5824539,1.3608549,0.107261196,0.19870767,1.4768215,0.0,1
0.97726506,0.13681845,0.28382906,0.48941612,3.3493032,0.0,0
0.43529466,1.4172108,0.14979796,0.19849901,1.111669,0.0,1
0.29587746,1.9264112,0.10913875,0.14492507,0.97091657,0.0,0
0.53949916,1.2001704,0.19747284,0.2404997,1.3970392,0.0,1
0.9261948,0.39044338,0.19745079,0.31213763,2.218026,0.0,0
0.5440633,1.2066894,0.17026103,0.23604032,1.5630065,0.0,1
0.83571315,0.67774796,0.1974957,0.2515014,1.8624337,0.0,1
0.9442548,0.2843845,0.22178777,0.37654975,2.56661,0.0,0
0.40208843,1.4098907,0.16286483,0.2506032,2.214735,0.0,0
0.7183382,1.0118145,0.19903041,0.24275741,1.4430299,0.0,1
0.9142847,0.39308017,0.16942748,0.34736845,3.0908515,0.0,0
0.94986564,0.24894223,0.2501725,0.44827792,2.959504,0.0,0
0.99847406,0.012064051,1.6145248,2.5003343,6.0,0.0,1
0.500505,1.0324001,0.15951598,0.3093156,1.8121665,0.0,1
0.6748812,0.8509517,0.21368189,0.39101186,1.9879708,0.0,0
0.7888665,0.7451488,0.2433,0.40318787,2.3476183,0.0,1
0.8256479,0.7677143,0.16906765,0.2527245,1.7802627,0.0,1
0.54280233,1.3789375,0.1542522,0.2103549,1.3235728,0.0,1
0.3978519,1.6385301,0.12673037,0.17527996,1.2093431,0.0,1
0.24643488,1.737658,0.11648637,0.19833523,1.3198141,0.0,1
0.26133102,2.0066323,0.10204314,0.1276546,0.681022,0.0,0
0.80694634,0.7089101,0.31655365,0.539573,2.3759387,0.0,1
0.4824237,1.4360244,0.1373666,0.22210737,1.4088293,0.0,0
0.34393048,1.9678723,0.10378528,0.13090804,0.93129444,0.0,0
0.6833513,0.7766345,0.18167743,0.3334961,2.4205163,0.0,0
0.9809209,0.11470722,0.2914968,0.5307642,3.4242864,0.0,0
0.40364552,1.4331369,0.13750634,0.21218981,1.1696718,0.0,1
0.6261901,0.8126143,0.21001378,0.39938328,2.439077,0.0,0
0.7883292,0.7772013,0.26294422,0.3419178,2.243575,0.0,1
0.46338502,1.7561758,0.10746584,0.17516528,1.3266053,0.0,0
0.44339103,1.721014,0.11556671,0.16838767,1.0627812,0.0,1
0.89356065,0.46027726,0.23709092,0.3464903,2.4194674,0.0,1
0.6716021,0.8418786,0.21683618,0.3910965,2.2121582,0.0,0
0.49242663,1.4957563,0.15711507,0.19969532,1.11283,0.0,1
0.62223464,1.2291682,0.20293245,0.2603501,1.6752785,0.0,0
0.9430434,0.24768321,0.2627672,0.45114696,3.149916,0.0,0
0.41217163,1.5556842,0.19616833,0.22182135,1.1975873,0.0,0
0.601388,1.360798,0.14470923,0.21911642,1.5074531,0.0,0
0.3684009,1.7716895,0.113403305,0.13596027,0.7512799,0.0,0
0.41881827,1.3231139,0.16467902,0.23771271,1.3224978,0.0,1
0.50060487,1.5839207,0.138598,0.17253855,1.0400126,0.0,0
0.29954824,1.7002783,0.15089664,0.18671903,1.0576837,0.0,1
0.88810825,0.5092715,0.20581035,0.29143852,1.9108969,0.0,0
0.61491436,1.1032441,0.18923648,0.24970475,1.4648893,0.0,0
0.8108788,0.7840862,0.17721558,0.25733972,1.5916264,0.0,0
0.94425845,0.2896511,0.24145027,0.37438673,2.7859433,0.0,0
0.4124227,1.2911825,0.17729214,0.274359,1.5393314,0.0,0
0.44584507,1.4224659,0.1415921,0.25031757,1.7130622,0.0,0
0.48451462,0.97199506,0.22778228,0.37253183,2.2166636,0.0,1
0.964156,0.20884785,0.27843207,0.35070378,2.027036,0.0,0
0.379342,1.5878208,0.16705093,0.25518042,1.43369,0.0,0
0.56267583,1.2207848,0.17869334,0.23105112,1.5185866,0.0,1
0.46293592,1.2262654,0.1832551,0.27373978,1.9003828,0.0,0
